# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		325500		0.0066756465
1.0		1.0		1.0		1		325500		0.00736969409493
1.0		1.0		1.0		2		325500		0.00736869383332
1.0		1.0		1.0		3		325500		0.00962999666596
1.0		1.0		1.0		4		325500		0.00667564650007
2.0		1.0		1.0		-1		325500		0.00573045723017
2.0		1.0		1.0		1		325500		0.00629419980269
2.0		1.0		1.0		2		325500		0.00629339064222
2.0		1.0		1.0		3		325500		0.0081085906101
2.0		1.0		1.0		4		325500		0.00573045723023
0.5		1.0		1.0		-1		325500		0.00788029357098
0.5		1.0		1.0		1		325500		0.00875253154384
0.5		1.0		1.0		2		325500		0.00875126825926
0.5		1.0		1.0		3		325500		0.0116343796273
0.5		1.0		1.0		4		325500		0.00788029357107
1.0		2.0		1.0		-1		325500		0.00610702938322
1.0		2.0		1.0		1		325500		0.00672884226874
1.0		2.0		1.0		2		325500		0.00672794684386
1.0		2.0		1.0		3		325500		0.00875126825926
1.0		2.0		1.0		4		325500		0.00610702938328
2.0		2.0		1.0		-1		325500		0.00524232834404
2.0		2.0		1.0		1		325500		0.00574687555295
2.0		2.0		1.0		2		325500		0.00574615193902
2.0		2.0		1.0		3		325500		0.00736869383332
2.0		2.0		1.0		4		325500		0.00524232834409
0.5		2.0		1.0		-1		325500		0.00720910129088
0.5		2.0		1.0		1		325500		0.00799142238344
0.5		2.0		1.0		2		325500		0.00799029026979
0.5		2.0		1.0		3		325500		0.0105727437291
0.5		2.0		1.0		4		325500		0.00720910129095
1.0		0.5		1.0		-1		325500		0.00733214390753
1.0		0.5		1.0		1		325500		0.00810971365782
1.0		0.5		1.0		2		325500		0.0081085906101
1.0		0.5		1.0		3		325500		0.0106500416612
1.0		0.5		1.0		4		325500		0.00733214390762
2.0		0.5		1.0		-1		325500		0.0062940317447
2.0		0.5		1.0		1		325500		0.0069262214797
2.0		0.5		1.0		2		325500		0.00692531207215
2.0		0.5		1.0		3		325500		0.00896748702943
2.0		0.5		1.0		4		325500		0.00629403174477
0.5		0.5		1.0		-1		325500		0.0086552113166
0.5		0.5		1.0		1		325500		0.00963141348953
0.5		0.5		1.0		2		325500		0.00962999666596
0.5		0.5		1.0		3		325500		0.0128667300776
0.5		0.5		1.0		4		325500		0.00865521131671
1.0		1.0		0.5		-1		325500		0.0066756465
1.0		1.0		2.0		-1		325500		0.0066756465
1.0		1.0		1.0		-1		325500		0.0066756465
1.0		1.0		1.0		-1		325501		0.00666454504011
1.0		1.0		1.0		-1		325502		0.00666201788156
1.0		1.0		1.0		-1		325503		0.00667604689395
1.0		1.0		1.0		-1		325504		0.00669029802721
1.0		1.0		1.0		-1		325505		0.00665140628314
1.0		1.0		1.0		-1		325506		0.0066912190514
1.0		1.0		1.0		-1		325507		0.0066592081251
1.0		1.0		1.0		-1		325508		0.00666006204705
1.0		1.0		1.0		-1		325509		0.00667425556407
1.0		1.0		1.0		-1		325510		0.00666846721552
1.0		1.0		1.0		-1		325511		0.0066981641984
1.0		1.0		1.0		-1		325512		0.00667969591133
1.0		1.0		1.0		-1		325513		0.00669142359104
1.0		1.0		1.0		-1		325514		0.00669816700769
1.0		1.0		1.0		-1		325515		0.00669243182991
1.0		1.0		1.0		-1		325516		0.00669714073024
1.0		1.0		1.0		-1		325517		0.00670061647602
1.0		1.0		1.0		-1		325518		0.00664682003272
1.0		1.0		1.0		-1		325519		0.00664645992429
1.0		1.0		1.0		-1		325520		0.00667724214271
1.0		1.0		1.0		-1		325521		0.0066560356706
1.0		1.0		1.0		-1		325522		0.0066718774131
1.0		1.0		1.0		-1		325523		0.00668714161217
1.0		1.0		1.0		-1		325524		0.00664617102196
1.0		1.0		1.0		-1		325525		0.00667713314479
1.0		1.0		1.0		-1		325526		0.0066682408185
1.0		1.0		1.0		-1		325527		0.00667353982372
1.0		1.0		1.0		-1		325528		0.00666796237103
1.0		1.0		1.0		-1		325529		0.0066483947063
1.0		1.0		1.0		-1		325530		0.00667302840708
1.0		1.0		1.0		-1		325531		0.00664881598364
1.0		1.0		1.0		-1		325532		0.0066745886165
1.0		1.0		1.0		-1		325533		0.00666769933193
1.0		1.0		1.0		-1		325534		0.00665433440627
1.0		1.0		1.0		-1		325535		0.00668172170678
1.0		1.0		1.0		-1		325536		0.00669202089499
1.0		1.0		1.0		-1		325537		0.00666316731167
1.0		1.0		1.0		-1		325538		0.00667424750129
1.0		1.0		1.0		-1		325539		0.00667481291363
1.0		1.0		1.0		-1		325540		0.0066679879182
1.0		1.0		1.0		-1		325541		0.00666356261035
1.0		1.0		1.0		-1		325542		0.00668688780089
1.0		1.0		1.0		-1		325543		0.00667572014241
1.0		1.0		1.0		-1		325544		0.00667922419833
1.0		1.0		1.0		-1		325545		0.00667168331712
1.0		1.0		1.0		-1		325546		0.00666211567423
1.0		1.0		1.0		-1		325547		0.00667883820878
1.0		1.0		1.0		-1		325548		0.00667562551897
1.0		1.0		1.0		-1		325549		0.00666668831503
1.0		1.0		1.0		-1		325550		0.00667091834267
1.0		1.0		1.0		-1		325551		0.00667394832527
1.0		1.0		1.0		-1		325552		0.0066854872258
1.0		1.0		1.0		-1		325553		0.00667563791014
1.0		1.0		1.0		-1		325554		0.00667256139355
1.0		1.0		1.0		-1		325555		0.00666367069164
1.0		1.0		1.0		-1		325556		0.00667209776497
1.0		1.0		1.0		-1		325557		0.00667913480843
1.0		1.0		1.0		-1		325558		0.00668186200339
