# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		325500		0.0069448176
1.0		1.0		1.0		1		325500		0.00753916690068
1.0		1.0		1.0		2		325500		0.00753812024243
1.0		1.0		1.0		3		325500		0.00982954443424
1.0		1.0		1.0		4		325500		0.00694481760035
2.0		1.0		1.0		-1		325500		0.00596008581715
2.0		1.0		1.0		1		325500		0.00644315224988
2.0		1.0		1.0		2		325500		0.0064423034635
2.0		1.0		1.0		3		325500		0.00828324279747
2.0		1.0		1.0		4		325500		0.00596008581744
0.5		1.0		1.0		-1		325500		0.00820036701576
0.5		1.0		1.0		1		325500		0.00894666067691
0.5		1.0		1.0		2		325500		0.00894534275708
0.5		1.0		1.0		3		325500		0.0118636670468
0.5		1.0		1.0		4		325500		0.0082003670162
1.0		2.0		1.0		-1		325500		0.00635767722122
1.0		2.0		1.0		1		325500		0.00689142053957
1.0		2.0		1.0		2		325500		0.00689048138099
1.0		2.0		1.0		3		325500		0.00894534275708
1.0		2.0		1.0		4		325500		0.00635767722152
2.0		2.0		1.0		-1		325500		0.0054561918504
2.0		2.0		1.0		1		325500		0.00588956447845
2.0		2.0		1.0		2		325500		0.00588880361609
2.0		2.0		1.0		3		325500		0.00753812024243
2.0		2.0		1.0		4		325500		0.00545619185065
0.5		2.0		1.0		-1		325500		0.00750708842912
0.5		2.0		1.0		1		325500		0.00817799967022
0.5		2.0		1.0		2		325500		0.00817681586946
0.5		2.0		1.0		3		325500		0.0107965169409
0.5		2.0		1.0		4		325500		0.00750708842949
1.0		0.5		1.0		-1		325500		0.00762071264638
1.0		0.5		1.0		1		325500		0.00828441416347
1.0		0.5		1.0		2		325500		0.00828324279747
1.0		0.5		1.0		3		325500		0.0108515309825
1.0		0.5		1.0		4		325500		0.0076207126468
2.0		0.5		1.0		-1		325500		0.00654015229778
2.0		0.5		1.0		1		325500		0.0070800709853
2.0		0.5		1.0		2		325500		0.00707912017233
2.0		0.5		1.0		3		325500		0.00914448495652
2.0		0.5		1.0		4		325500		0.00654015229812
0.5		0.5		1.0		-1		325500		0.00899844173735
0.5		0.5		1.0		1		325500		0.00983101789566
0.5		0.5		1.0		2		325500		0.00982954443424
0.5		0.5		1.0		3		325500		0.0130970979716
0.5		0.5		1.0		4		325500		0.00899844173787
1.0		1.0		0.5		-1		325500		0.0069448176
1.0		1.0		2.0		-1		325500		0.0069448176
1.0		1.0		1.0		-1		325500		0.0069448176
1.0		1.0		1.0		-1		325501		0.00693687876164
1.0		1.0		1.0		-1		325502		0.00693295801845
1.0		1.0		1.0		-1		325503		0.0069414651249
1.0		1.0		1.0		-1		325504		0.00696220565451
1.0		1.0		1.0		-1		325505		0.00691867534833
1.0		1.0		1.0		-1		325506		0.00696131510449
1.0		1.0		1.0		-1		325507		0.00693035197262
1.0		1.0		1.0		-1		325508		0.00693139668249
1.0		1.0		1.0		-1		325509		0.00694177522755
1.0		1.0		1.0		-1		325510		0.00693506353629
1.0		1.0		1.0		-1		325511		0.00696729422491
1.0		1.0		1.0		-1		325512		0.00695486561084
1.0		1.0		1.0		-1		325513		0.00695994704538
1.0		1.0		1.0		-1		325514		0.00696585388404
